pid	ppid	pgid	rss	command
622	1	622	21088	/usr/libexec/runningboardd
623	1	623	13872	/usr/libexec/trustd
625	1	625	69744	/usr/sbin/coreaudiod
626	1	626	16016	/usr/libexec/lsd runAsRoot
627	1	627	14352	/usr/sbin/mDNSResponder
629	1	629	12128	/usr/libexec/nsurlsessiond --privileged
630	1	630	2752	/usr/libexec/PowerUIAgent
633	1	633	2800	/usr/libexec/apfsd
634	1	634	9136	/usr/libexec/nehelper
635	1	635	12896	/System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsd
637	1	637	7472	/usr/sbin/cupsd -l
643	1	643	15840	/usr/libexec/airportd
648	1	648	13136	/usr/libexec/symptomsd
651	1	651	5840	/usr/libexec/eligibilityd
663	1	663	3072	/usr/sbin/mDNSResponderHelper
665	1	665	2624	/usr/sbin/distnoted agent
666	1	666	10640	/usr/libexec/ApplicationFirewall/socketfilterfw
669	1	669	2544	/usr/sbin/distnoted agent
671	1	671	14800	/System/Library/Frameworks/Security.framework/Versions/A/XPCServices/authd.xpc/Contents/MacOS/authd
673	1	673	2704	/usr/sbin/distnoted agent
677	1	677	18880	/usr/libexec/syspolicyd
678	1	678	11952	/System/Library/PrivateFrameworks/BackgroundTaskManagement.framework/Resources/backgroundtaskmanagementd -daemon
687	1	687	2576	/usr/sbin/distnoted agent
693	1	693	4976	/System/Library/Frameworks/Security.framework/Versions/A/XPCServices/com.apple.CodeSigningHelper.xpc/Contents/MacOS/com.apple.CodeSigningHelper
695	1	695	6800	/System/Library/CoreServices/TimeMachine/backupd
698	1	698	4624	/usr/libexec/com.apple.cmio.videodriverkithostextension.systemextension/Contents/MacOS/com.apple.cmio.videodriverkithostextension
701	1	701	3904	/usr/libexec/cameracaptured
702	1	702	5936	/System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/UVCAssistant.systemextension/Contents/MacOS/UVCAssistant
714	1	714	18848	Core Audio Driver (ARK.driver)
715	1	715	4608	/System/Library/CoreServices/Software Update.app/Contents/Resources/suhelperd
716	1	716	10768	/usr/libexec/audiomxd
717	1	717	3008	/usr/libexec/audioclocksyncd
722	1	722	6608	Core Audio Driver (ParrotAudioPlugin.driver)
733	1	733	21200	/System/Library/DriverExtensions/com.apple.DriverKit-AppleBCMWLAN.dext/com.apple.DriverKit-AppleBCMWLAN com.apple.bcmwlan 0x100000e53 com.apple.DriverKit-AppleBCMWLAN
734	1	734	624	/Library/SystemExtensions/FFCC62C4-5997-4FB0-A8EE-EFA652026AA1/com.kensington.konnect.vircombo.dext/com.kensington.konnect.vircombo com.kensington.konnect.vircombo 0x100000ffb com.kensington.konnect.vircombo
740	1	740	2592	/usr/sbin/distnoted agent
741	1	741	736	/System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers com.apple.driverkit.AppleUserHIDDrivers 0x100000ffd com.apple.AppleUserHIDDrivers
742	1	742	528	/System/Library/DriverExtensions/com.apple.DriverKit-IOUserDockChannelSerial.dext/com.apple.DriverKit-IOUserDockChannelSerial com.apple.IOUserDockChannelSerial 0x100000ffc com.apple.DriverKit-IOUserDockChannelSerial
743	549	549	5520	/usr/sbin/systemstats --logger-helper /private/var/db/systemstats
747	1	747	2656	/usr/sbin/distnoted agent
754	1	754	2656	/usr/sbin/distnoted agent
756	1	756	4112	/usr/sbin/BTLEServer
757	1	757	19008	/usr/libexec/searchpartyd
767	1	767	5008	/System/Library/PrivateFrameworks/Heimdal.framework/Helpers/kdc
771	1	771	20880	/usr/libexec/aned
805	1	805	3712	/System/Library/ExtensionKit/Extensions/com.apple.fskit.msdos.appex/Contents/MacOS/com.apple.fskit.msdos -LaunchArguments eyJ0eXBlIjoxLCJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5mc2tpdC5tc2RvcyIsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
816	1	816	12944	/Library/Application Support/iStat Menus 7/com.bjango.istatmenus.daemon
821	1	821	4880	/Library/PrivilegedHelperTools/com.docker.vmnetd
822	1	822	3712	/System/Library/ExtensionKit/Extensions/com.apple.fskit.exfat.appex/Contents/MacOS/com.apple.fskit.exfat -LaunchArguments eyJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUuZnNraXQuZXhmYXQifQ==
827	1	827	2656	/usr/sbin/distnoted agent
833	1	833	5680	/System/Library/CoreServices/appleeventsd --server
844	1	844	2672	/usr/sbin/distnoted agent
854	1	854	70224	/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds_stores
868	1	868	544	/System/Library/DriverExtensions/IOUserBluetoothSerialDriver.dext/IOUserBluetoothSerialDriver com.apple.IOUserBluetoothSerialDriver 0x10000110e com.apple.IOUserBluetoothSerialDriver
908	1	908	14704	/System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
918	1	918	2640	/usr/sbin/distnoted agent
919	1	919	1488	/usr/libexec/rosetta/oahd
940	1	940	2608	/usr/sbin/distnoted agent
950	1	950	6096	/usr/sbin/distnoted agent
971	1	971	14784	/usr/libexec/gamepolicyd
985	1	985	5488	/System/Library/Frameworks/CryptoTokenKit.framework/ctkd -st
995	1	995	2512	/usr/libexec/logd_helper
1014	1	1014	7248	/System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
1018	1	1018	4016	/usr/sbin/netbiosd
1128	1	1128	2576	/usr/sbin/distnoted agent
1138	1	1138	17600	/usr/libexec/secd
1139	1	1139	7040	/usr/sbin/cfprefsd agent
1141	1	1141	14800	/usr/libexec/UserEventAgent (Aqua)
1146	1	1146	24608	/System/Library/CoreServices/WindowManager.app/Contents/MacOS/WindowManager
1149	1	1149	11248	/usr/sbin/universalaccessd launchd -s
1152	1	1152	8624	/usr/libexec/ContinuityCaptureAgent server
1154	1	1154	10288	/usr/libexec/pboard
1155	1	1155	9424	/usr/libexec/containermanagerd --runmode=agent --user-container-mode=current --bundle-container-mode=proxy --system-container-mode=none
1156	1	1156	14016	/System/Library/PrivateFrameworks/BiomeStreams.framework/Support/BiomeAgent
1157	1	1157	14432	/usr/libexec/lsd
1158	1	1158	20400	/usr/libexec/linkd
1161	1	1161	5792	/System/Library/CoreServices/lockoutagent
1163	1	1163	12960	/usr/libexec/nsurlsessiond
1164	1	1164	18272	/usr/libexec/rapportd
1166	1	1166	50160	/usr/sbin/usernoted
1168	1	1168	13888	/usr/libexec/secinitd
1169	1	1169	11504	/System/Library/PrivateFrameworks/UserNotificationsCore.framework/Support/usernotificationsd
1172	1	1172	15296	/usr/libexec/trustd --agent
1178	1	1178	20336	/System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
1180	1	1180	27712	/System/Library/Frameworks/Accounts.framework/Versions/A/Support/accountsd
1181	1	1181	29904	/System/Library/PrivateFrameworks/IDS.framework/identityservicesd.app/Contents/MacOS/identityservicesd
1183	1	1183	2208	/System/Library/PrivateFrameworks/SystemMigrationNetwork.framework/Resources/migrationhelper
1184	1	1184	29168	/System/Library/PrivateFrameworks/HomeKitDaemon.framework/Support/homed
1193	1	1193	22224	/System/Library/PrivateFrameworks/DoNotDisturbServer.framework/Support/donotdisturbd
1194	1	1194	14352	/System/Library/PrivateFrameworks/TCC.framework/Support/tccd
1195	1	1195	19216	/System/Library/PrivateFrameworks/IMCore.framework/imagent.app/Contents/MacOS/imagent
1197	1	1197	27872	/System/Library/PrivateFrameworks/AuthKit.framework/Versions/A/Support/akd
1199	1	1199	17824	/System/Library/CoreServices/WiFiAgent.app/Contents/MacOS/WiFiAgent
1200	1	1200	47680	/usr/libexec/sharingd
1210	1	1210	9024	/System/Library/Frameworks/LocalAuthentication.framework/Support/coreauthd
1214	1	1214	20112	/System/Library/PrivateFrameworks/FamilyCircle.framework/Versions/A/Resources/familycircled
1215	1	1215	16352	/System/Library/CoreServices/sharedfilelistd
1221	1	1221	4352	/System/Library/PrivateFrameworks/CommunicationsFilter.framework/CMFSyncAgent
1230	1	1230	22384	/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistantd
1234	1	1234	10976	/usr/sbin/filecoordinationd
1250	1	1250	2640	/usr/sbin/distnoted agent
1253	1	1253	52976	/System/Library/CoreServices/ControlCenter.app/Contents/MacOS/ControlCenter
1259	1	1259	8464	/usr/libexec/nearbyd
1264	1	1264	18960	/System/Library/CoreServices/AccessibilityUIServer.app/Contents/MacOS/AccessibilityUIServer
1265	1	1265	15168	/System/Library/PrivateFrameworks/AppleMediaServices.framework/Resources/amsaccountsd
1268	1	1268	10000	/System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd
1275	1	1275	236096	/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/corespotlightd
1289	1	1289	2592	/usr/sbin/distnoted agent
1292	1	1292	2672	/usr/sbin/distnoted agent
1293	1	1293	14672	/System/Library/CoreServices/talagentd
1298	1	1298	34192	/System/Library/PrivateFrameworks/ChronoCore.framework/Support/chronod
1299	1	1299	7680	/System/Library/PrivateFrameworks/StatusKit.framework/StatusKitAgent
1308	1	1308	59824	/System/Library/CoreServices/NotificationCenter.app/Contents/MacOS/NotificationCenter
1310	1	1310	10496	/System/Library/PrivateFrameworks/ViewBridge.framework/Versions/A/XPCServices/ViewBridgeAuxiliary.xpc/Contents/MacOS/ViewBridgeAuxiliary
1320	1	1320	15616	/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport -s mdworker-bundle -c MDSImporterBundleFinder -m com.apple.metadata.mdbulkimport
1335	1	1335	13264	/System/Library/CoreServices/audioaccessoryd
1338	1	1338	9104	/System/Library/Frameworks/ApplicationServices.framework/Frameworks/ATS.framework/Support/fontd
1341	1	1341	5152	/System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/ATS.framework/Versions/A/Support/fontworker
1344	1	1344	10432	/System/Applications/VoiceMemos.app/Contents/PlugIns/RecordWidgetExtension.appex/Contents/MacOS/RecordWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Wb2ljZU1lbW9zLlJlY29yZFdpZGdldCIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
1345	1	1345	13920	/System/Applications/Podcasts.app/Contents/PlugIns/PodcastsWidget.appex/Contents/MacOS/PodcastsWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5wb2RjYXN0cy53aWRnZXQiLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
1347	1	1347	12864	/System/Applications/Journal.app/Contents/PlugIns/JournalWidgetsSecure.appex/Contents/MacOS/JournalWidgetsSecure -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5qb3VybmFsLndpZGdldHMuc2VjdXJlIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
1348	1	1348	5184	/System/Applications/Utilities/Print Center.app/Contents/PlugIns/PrintCenterWidgetExtension.macOS.appex/Contents/MacOS/PrintCenterWidgetExtension.macOS -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5wcmludGNlbnRlci5QcmludENlbnRlcldpZGdldCIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
1349	1	1349	7392	/System/Applications/Tips.app/Contents/PlugIns/TipsWidgetExtension.appex/Contents/MacOS/TipsWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS50aXBzLldpZGdldCIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
1351	1	1351	17968	/System/Library/CoreServices/UIKitSystem.app/Contents/MacOS/UIKitSystem system_app_start
1352	1	1352	8128	/System/Applications/Photos.app/Contents/PlugIns/PhotosReliveWidget.appex/Contents/MacOS/PhotosReliveWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5QaG90b3MuUGhvdG9zUmVsaXZlV2lkZ2V0IiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
1354	1	1354	13520	/System/Library/PrivateFrameworks/PassKitCore.framework/passd
1363	1	1363	9088	/System/Applications/Calendar.app/Contents/PlugIns/CalendarWidgetExtension.appex/Contents/MacOS/CalendarWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5pQ2FsLkNhbGVuZGFyV2lkZ2V0RXh0ZW5zaW9uIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
1365	1	1365	14928	/System/Applications/Clock.app/Contents/PlugIns/WorldClockWidget.appex/Contents/MacOS/WorldClockWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5jbG9jay5Xb3JsZENsb2NrV2lkZ2V0IiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
1370	1	1370	4480	/System/Library/PrivateFrameworks/CalendarWidget.framework/PlugIns/IntentsExtension.appex/Contents/MacOS/IntentsExtension -AppleLanguages ("en-UA", "uk-UA")
1374	1	1374	13216	/System/Library/CoreServices/Screen Time.app/Contents/PlugIns/ScreenTimeWidgetExtension.appex/Contents/MacOS/ScreenTimeWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5TY3JlZW5UaW1lV2lkZ2V0QXBwbGljYXRpb24uU2NyZWVuVGltZVdpZGdldEV4dGVuc2lvbiIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
1377	1	1377	7664	/System/Applications/Reminders.app/Contents/PlugIns/RemindersWidgetExtension.appex/Contents/MacOS/RemindersWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5yZW1pbmRlcnMuV2lkZ2V0RXh0ZW5zaW9uIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
1378	1	1378	14560	/System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetPeople.appex/Contents/MacOS/FindMyWidgetPeople -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5maW5kbXkuRmluZE15V2lkZ2V0UGVvcGxlIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
1379	1	1379	14720	/System/Applications/Stocks.app/Contents/PlugIns/StocksWidget.appex/Contents/MacOS/StocksWidget -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5zdG9ja3Mud2lkZ2V0IiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
1380	1	1380	7520	/System/Applications/Reminders.app/Contents/PlugIns/RemindersIntentsExtension.appex/Contents/MacOS/RemindersIntentsExtension -AppleLanguages ("en-UA", "uk-UA")
1388	1	1388	13552	/System/Applications/Journal.app/Contents/PlugIns/JournalWidgets.appex/Contents/MacOS/JournalWidgets -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5qb3VybmFsLndpZGdldHMiLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
1389	1	1389	13744	/System/Applications/FindMy.app/Contents/PlugIns/FindMyWidgetItems.appex/Contents/MacOS/FindMyWidgetItems -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5maW5kbXkuRmluZE15V2lkZ2V0SXRlbXMiLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
1391	1	1391	7728	/System/Applications/Notes.app/Contents/PlugIns/com.apple.Notes.WidgetExtension.appex/Contents/MacOS/com.apple.Notes.WidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Ob3Rlcy5XaWRnZXRFeHRlbnNpb24iLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
1392	1	1392	10496	/System/Applications/VoiceMemos.app/Contents/PlugIns/VoiceMemosSettingsWidgetExtension.appex/Contents/MacOS/VoiceMemosSettingsWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5Wb2ljZU1lbW9zLlZvaWNlTWVtb3NTZXR0aW5nc1dpZGdldCIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
1397	1	1397	6560	/System/Applications/Notes.app/Contents/PlugIns/com.apple.Notes.IntentsExtension.appex/Contents/MacOS/com.apple.Notes.IntentsExtension -AppleLanguages ("en-UA", "uk-UA")
1398	1	1398	3424	/System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoteagent
1399	1	1399	15808	/usr/libexec/avconferenced
1400	1	1400	20192	/Applications/Mindful Mynah.app/Contents/PlugIns/WidgetsExtension.appex/Contents/MacOS/WidgetsExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5yaWNoaGVuZGVyc29uLm1pbmRmdWxteW5haC5XaWRnZXRzIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
1401	1	1401	8464	/System/Library/PrivateFrameworks/UserActivity.framework/Agents/useractivityd
1409	1	1409	7536	/System/Library/CoreServices/PeopleViewService.app/Contents/PlugIns/PeopleWidget_macOSExtension.appex/Contents/MacOS/PeopleWidget_macOSExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5QZW9wbGVWaWV3U2VydmljZS5QZW9wbGVXaWRnZXQtbWFjT1MiLCJ0eXBlIjoxLCJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZX0=
1411	1	1411	19440	/Applications/Timer RH PRO.app/Contents/PlugIns/WidgetsExtension PRO.appex/Contents/MacOS/WidgetsExtension PRO -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS4zYml0bGFiLlJlZEhvdFRpbWVyLlBSTy5XaWRnZXRzIiwidHlwZSI6MSwiZW5oYW5jZWRTZWN1cml0eSI6ZmFsc2V9
1414	1	1414	22416	/Applications/Cardhop.app/Contents/PlugIns/Cardhop Widgets Extension.appex/Contents/MacOS/Cardhop Widgets Extension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5mbGV4aWJpdHMuY2FyZGhvcC5tYWMud2lkZ2V0cyIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
1415	1	1415	6496	/System/Library/PrivateFrameworks/AmbientDisplay.framework/Versions/A/XPCServices/com.apple.AmbientDisplayAgent.xpc/Contents/MacOS/com.apple.AmbientDisplayAgent
1421	1	1421	11792	/System/Library/CoreServices/UniversalControl.app/Contents/MacOS/UniversalControl
1423	1	1423	65984	/Applications/Tot.app/Contents/MacOS/Tot
1429	1	1429	20512	/System/Library/CoreServices/Dock.app/Contents/MacOS/Dock
1430	1	1430	12608	/System/Library/CoreServices/Batteries.app/Contents/PlugIns/BatteriesAvocadoWidgetExtension.appex/Contents/MacOS/BatteriesAvocadoWidgetExtension -LaunchArguments eyJzZXJ2aWNlTmFtZSI6ImNvbS5hcHBsZS5CYXR0ZXJpZXMuQmF0dGVyaWVzQXZvY2Fkb1dpZGdldEV4dGVuc2lvbiIsInR5cGUiOjEsImVuaGFuY2VkU2VjdXJpdHkiOmZhbHNlfQ==
1431	1	1431	14752	/System/Library/CoreServices/SystemUIServer.app/Contents/MacOS/SystemUIServer
1432	1	1432	84912	/System/Library/CoreServices/Finder.app/Contents/MacOS/Finder
1437	1	1437	24976	/System/Library/CoreServices/WallpaperAgent.app/Contents/MacOS/WallpaperAgent
1441	1	1441	2256	automountd
1442	1	1442	4672	/System/Library/PrivateFrameworks/AMPDevices.framework/Versions/A/Support/AMPDeviceDiscoveryAgent --launchd
1443	1	1443	1904	/System/Library/PrivateFrameworks/UserFS.framework/userfsd -c -S
1449	1	1449	2976	/System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp -d
1454	1	1454	5456	/System/Library/Frameworks/InputMethodKit.framework/Resources/imklaunchagent
1455	1	1455	4320	/System/Library/PrivateFrameworks/UVFSXPCService.framework/Versions/A/XPCServices/UVFSService.xpc/Contents/MacOS/UVFSService
1457	1	1457	16816	/System/Library/ExtensionKit/Extensions/WallpaperImageExtension.appex/Contents/MacOS/WallpaperImageExtension -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUud2FsbHBhcGVyLmV4dGVuc2lvbi5pbWFnZSIsInR5cGUiOjF9
1458	1	1458	17824	/System/Library/PrivateFrameworks/TextInputUIMacHelper.framework/Versions/A/XPCServices/CursorUIViewService.xpc/Contents/MacOS/CursorUIViewService
1459	1	1459	16432	/System/Library/ExtensionKit/Extensions/WallpaperAerialsExtension.appex/Contents/MacOS/WallpaperAerialsExtension -LaunchArguments eyJlbmhhbmNlZFNlY3VyaXR5IjpmYWxzZSwic2VydmljZU5hbWUiOiJjb20uYXBwbGUud2FsbHBhcGVyLmV4dGVuc2lvbi5hZXJpYWxzIiwidHlwZSI6MX0=
1471	1	1471	4944	/System/Library/Frameworks/CryptoTokenKit.framework/ctkahp.bundle/Contents/MacOS/ctkahp
1478	1	1478	4304	/usr/libexec/countryd
1486	1	1486	25984	/System/Library/CoreServices/Dock.app/Contents/XPCServices/com.apple.dock.external.extra.arm64.xpc/Contents/MacOS/com.apple.dock.external.extra.arm64
1490	1	1490	73552	/System/Library/CoreServices/Spotlight.app/Contents/MacOS/Spotlight
1522	1	1522	7584	/System/Library/CoreServices/SubmitDiagInfo server-init
1532	1	1532	1552	/System/Library/Frameworks/OpenGL.framework/Versions/A/Libraries/CVMServer
1548	1	1548	9312	/System/Library/CoreServices/diagnostics_agent
1549	1	1549	20896	/System/Library/PrivateFrameworks/AppStoreDaemon.framework/Support/appstoreagent
1555	1	1555	2704	/usr/sbin/distnoted agent
1566	1	1566	2144	/System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
1657	1	1657	53136	/Library/Application Support/Kensington/KensingtonKonnect/KensingtonKonductor-DK.app/Contents/MacOS/KensingtonKonductor-DK --service
1659	1	1659	52176	85C27NK92C.com.flexibits.fantastical2.mac.helper
1661	1	1661	25360	com.maxgoedjen.Secretive.SecretAgent
1666	1	1666	7392	/System/Library/Image Capture/Support/icdd
1667	1	1667	44672	Contents/Resources/ChatGPTHelper
1669	1	1669	52656	/Users/pleasedodisturb/Library/Application Support/iStat Menus 7/iStat Menus Helper.app/Contents/MacOS/iStat Menus Helper
1674	1	1674	4944	/Applications/Proton Mail Bridge.app/Contents/MacOS/Proton Mail Bridge --no-window
1675	1	1675	43760	arkaudiod --agent
1676	1	1676	11248	/System/Library/CoreServices/AirPlayUIAgent.app/Contents/MacOS/AirPlayUIAgent --launchd
1677	1	1677	12944	/opt/homebrew/opt/syncthing/bin/syncthing --no-browser --no-restart
1681	1	1681	77904	/Users/pleasedodisturb/Library/Application Support/iStat Menus 7/iStat Menus Menubar.app/Contents/MacOS/iStat Menus Menubar
1684	1	1684	21104	/System/Library/CoreServices/TextInputMenuAgent.app/Contents/MacOS/TextInputMenuAgent
1693	1	1693	58048	/Applications/Mindful Mynah.app/Contents/MacOS/Mindful Mynah
1696	1	1696	46272	/Applications/Tailscale.app/Contents/MacOS/Tailscale
1698	1	1698	10032	/usr/libexec/audioanalyticsd
1699	1	1699	53856	/Applications/Amphetamine.app/Contents/MacOS/Amphetamine
1704	1	1704	55488	/Applications/CleanShot X.app/Contents/MacOS/CleanShot X
1708	1	1708	127408	/Applications/SoundSource.app/Contents/MacOS/SoundSource
1709	1	1709	22208	/System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/universalAccessAuthWarn.app/Contents/MacOS/universalAccessAuthWarn launchd -s
1726	1	1726	61360	/Applications/Alfred 5.app/Contents/MacOS/Alfred
1732	1	1732	43344	/Applications/DockDoor.app/Contents/MacOS/DockDoor
1736	1	1736	7600	/System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
